"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"WK02"	"WK02_01"	"SD01_01"	"SD02_01"	"SD03"	"EX01"	"EX01_07"	"EX02"	"EX02_07"	"EX03"	"EX03_07"	"EX04"	"EX04_07"	"EX05"	"EX05_07"	"EX06"	"EX06_07"	"EX07"	"EX07_07"	"EX08"	"EX08_07"	"EX09"	"EX09_07"	"EX10"	"EX10_07"	"EX11"	"EX11_07"	"EX12"	"EX12_07"	"EX13"	"EX13_07"	"EX14"	"EX14_07"	"EX15"	"EX15_07"	"EX16"	"EX16_07"	"EX17"	"EX17_07"	"EX18"	"EX18_07"	"EX19"	"EX20"	"EX20_07"	"EX21"	"EX21_07"	"EX22"	"EX22_07"	"EX23"	"EX23_07"	"EX24"	"EX25"	"EX26"	"EX26_07"	"EX27"	"EX27_07"	"EX28"	"EX28_07"	"EX29"	"EX29_07"	"EX30"	"EX30_07"	"EX31"	"EX31_07"	"EX32"	"EX32_07"	"EX33"	"EX33_07"	"EX34"	"EX34_07"	"EX35"	"EX35_07"	"EX36"	"EX36_07"	"EX37"	"EX37_07"	"EX38"	"EX38_07"	"EX39"	"EX39_07"	"EX40"	"EX40_07"	"EX41"	"EX41_07"	"EX42"	"EX42_07"	"EX43"	"EX43_07"	"EX44"	"EX44_07"	"EX45"	"EX45_07"	"EX46"	"EX46_07"	"EX47"	"EX47_07"	"EX48"	"EX48_07"	"EX49"	"EX49_07"	"EX50"	"EX50_07"	"EX51"	"EX51_07"	"EX52"	"EX53"	"EX53_07"	"EX54"	"EX54_07"	"EX55"	"EX55_07"	"EX56"	"EX56_07"	"EX57"	"EX57_07"	"EX58"	"EX58_07"	"EX59"	"EX59_07"	"EX60"	"EX60_07"	"EX61"	"EX61_07"	"EX62"	"EX63"	"EX63_07"	"EX64"	"EX65"	"EX65_07"	"EX66"	"EX67"	"EX67_07"	"EX68"	"EX68_07"	"EX69"	"EX69_07"	"EX70"	"KO01"	"KO01_07"	"KO02"	"KO02_07"	"KO03"	"KO03_07"	"KO04"	"KO04_07"	"KO05"	"KO05_07"	"KO06"	"KO06_07"	"KO07"	"KO07_07"	"KO08"	"KO09"	"KO10"	"KO10_07"	"KO11"	"KO12"	"KO13"	"KO13_07"	"KO14"	"KO14_07"	"KO15"	"ZF01_CP"	"ZF01x01"	"ZF01x02"	"ZF01x03"	"ZF01x04"	"ZF01x05"	"ZF01x06"	"ZF01x07"	"ZF01x08"	"ZF01x09"	"ZF01x10"	"ZF01x11"	"ZF01x12"	"ZF01x13"	"ZF01x14"	"ZF01x15"	"ZF01x16"	"ZF01x17"	"ZF01x18"	"ZF01x19"	"ZF01x20"	"ZF01x21"	"ZF01x22"	"ZF01x23"	"ZF01x24"	"ZF01x25"	"ZF01x26"	"ZF01x27"	"ZF01x28"	"ZF01x29"	"ZF01x30"	"ZF01x31"	"ZF01x32"	"ZF01x33"	"ZF01x34"	"ZF01x35"	"ZF01x36"	"ZF01x37"	"ZF01x38"	"ZF01x39"	"ZF01x40"	"ZF01x41"	"ZF01x42"	"ZF01x43"	"ZF01x44"	"ZF01x45"	"ZF01x46"	"ZF01x47"	"ZF01x48"	"ZF01x49"	"ZF01x50"	"ZF01x51"	"ZF01x52"	"ZF01x53"	"ZF01x54"	"ZF01x55"	"ZF01x56"	"ZF01x57"	"ZF01x58"	"ZF01x59"	"ZF01x60"	"ZF01x61"	"ZF01x62"	"ZF01x63"	"ZF01x64"	"ZF01x65"	"ZF01x66"	"ZF01x67"	"ZF01x68"	"ZF01x69"	"ZF01x70"	"ZF01x71"	"ZF01x72"	"ZF01x73"	"ZF01x74"	"ZF01x75"	"ZF01x76"	"ZF01x77"	"ZF01x78"	"ZF01x79"	"ZF01x80"	"ZF01x81"	"ZF01x82"	"ZF01x83"	"ZF01x84"	"ZF01x85"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME018"	"TIME019"	"TIME020"	"TIME021"	"TIME022"	"TIME023"	"TIME024"	"TIME025"	"TIME026"	"TIME027"	"TIME028"	"TIME029"	"TIME030"	"TIME031"	"TIME032"	"TIME033"	"TIME034"	"TIME035"	"TIME036"	"TIME037"	"TIME038"	"TIME039"	"TIME040"	"TIME041"	"TIME042"	"TIME043"	"TIME044"	"TIME045"	"TIME046"	"TIME047"	"TIME048"	"TIME049"	"TIME050"	"TIME051"	"TIME052"	"TIME053"	"TIME054"	"TIME055"	"TIME056"	"TIME057"	"TIME058"	"TIME059"	"TIME060"	"TIME061"	"TIME062"	"TIME063"	"TIME064"	"TIME065"	"TIME066"	"TIME067"	"TIME068"	"TIME069"	"TIME070"	"TIME071"	"TIME072"	"TIME073"	"TIME074"	"TIME075"	"TIME076"	"TIME077"	"TIME078"	"TIME079"	"TIME080"	"TIME081"	"TIME082"	"TIME083"	"TIME084"	"TIME085"	"TIME086"	"TIME087"	"TIME088"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
153			"base"	"interview"	2021-02-23 12:33:11	1	T	"44"	"deutsch"	2	1		4		1		4		1		4		1		4		4		4		1		4		4		4		1		4		2		4		4	2		4		1		1		4	1	1		4		1		1		2		1		1		3		2		3		1		3		2		4		2		4		1		4		4		6		4		2		1		1		4		4		5	1		1		1		1		1		3		2		4		1		1	3		4	1		1	1		4		4		1	6		3		4		2		1		1		5		4	6	4		4	4	2		4		3	106	32	44	43	2	55	38	56	65	41	61	72	77	70	13	69	10	63	71	82	81	67	59	12	85	78	48	42	28	75	49	47	53	24	3	23	80	46	14	26	51	9	20	50	52	1	74	31	17	8	68	76	83	4	62	15	22	79	21	7	30	16	60	5	11	84	64	36	66	37	35	57	54	39	27	34	18	33	6	45	73	19	58	29	25	40	17	21	4	4	3	2	3	3	4	3	3	21	3	19	25	30	17	23	29	3	3	3	3	4	2	12	4	3	11	24	12	46	3	23	6	3	2	3	4	3	5	5	4	3	8	16	5	3	4	6	19	19	3	3	24	13	6	15	5	46	3	4	4	5	12	4	5	4	15	4	52	3	16	32	4	2	3	4	2	15	4	18	4	3	3	3	6	4	415		2021-02-23 12:47:32	T	F	88	88	0	0	0.93	11
154			"base"	"interview"	2021-02-23 12:33:53	1	T	"33"	"Deutsch"	1	4		4		4		4		1		4		4		3		1		4		1		4		4		4		1		4		4		4		3	4		4		3		1		1	1	4		4		4		1		2		1		1		3		6		3		3		6		1		4		2		1		4		1		3		1		7	"Ein Gefühl"	4		2		3		1		1		1	1		1		1		2		1		3		1		1		6		4	1		1	1		1	1		4		4		3	6		3		4		7	"Sport"	1		6		3		4	6	3		5	4	2		7	"Geschmack"	3	107	60	9	63	46	49	71	51	82	79	81	10	68	78	13	5	4	67	55	18	50	8	59	56	38	57	24	76	30	14	1	32	21	33	36	42	69	27	65	53	58	16	25	75	22	12	2	77	15	41	54	44	26	17	6	40	45	19	34	85	72	29	73	83	70	48	35	61	62	37	23	28	80	43	7	52	11	31	84	20	64	3	47	39	66	74	10	12	5	3	4	4	3	2	4	2	14	5	3	8	3	4	3	4	3	3	4	4	4	5	9	5	2	5	5	5	7	6	6	4	2	4	4	5	7	6	3	5	3	2	4	6	4	20	4	8	3	8	5	5	3	3	3	2	4	5	5	18	4	2	2	3	5	2	4	5	4	3	3	3	3	7	2	3	3	5	5	8	3	5	4	13	5	4	386		2021-02-23 12:41:05	T	F	88	88	0	0	1.11	11
155			"base"	"interview"	2021-02-23 12:34:06	1	T	"24"	"Deutsch"	2	1		4		4		4		1		4		4		4		4		4		1		4		1		3		1		1		3		4		5	2		1		1		1		1	1	1		2		2		3		2		1		5		4		3		4		4		4		2		4		1		1		3		1		4		4		4		2		3		1		4		1		2	1		3		1		1		1		1		1		1		1		1	1		2	1		1	1		1		1		1	5		3		4		2		1		1		5		4	5	4		5	4	2		4		3	108	12	14	64	38	41	75	80	29	65	67	45	17	28	74	10	34	57	52	60	27	32	8	50	6	56	51	21	35	73	68	24	1	71	39	49	33	42	9	46	48	31	43	11	19	3	72	61	62	25	53	26	59	18	5	76	77	23	58	16	36	81	54	84	22	37	20	82	13	85	30	78	47	79	44	63	70	69	55	4	66	7	2	15	40	83	5	8	3	3	3	3	3	4	1	5	3	3	3	5	2	11	4	3	3	2	2	3	1	2	5	3	4	2	3	4	8	3	5	8	3	5	2	4	3	3	2	2	5	2	7	2	4	4	2	3	3	4	1	7	3	3	2	2	1	3	4	2	2	3	2	2	3	2	3	3	3	2	1	5	4	2	4	6	2	4	3	6	2	2	4	4	2	2	296		2021-02-23 12:39:03	T	F	88	88	0	0	1.56	33
156			"base"	"interview"	2021-02-23 12:34:30	1	T	"35"	"deutsch "	2	4		4		1		4		1		4		4		3		4		4		1		4		4		4		3		4		4		4		2	2		4		1		1		1	3	4		3		2		4		2		1		1		1		3		6		2		4		4		2		2		2		4		2		4		4		2		2		1		1		2		4		2	1		2		1		2		1		1		3		4		1		1	2		1	2		1	1		4		4		1	6		4		4		2		1		4		5		4	5	4		4	4	2		4		3	109	65	41	83	14	79	23	21	13	15	26	40	73	74	43	69	28	35	16	54	36	48	57	17	19	63	84	29	20	30	72	4	56	6	25	60	12	64	22	58	52	44	38	50	31	71	81	42	39	1	76	33	55	8	18	67	78	45	62	70	53	3	85	61	2	68	75	66	24	7	46	59	9	47	80	10	5	34	32	49	51	27	37	11	77	82	12	14	7	4	7	5	5	9	11	8	7	29	6	93	9	11	13	4	3	6	4	9	5	13	22	3	5	19	7	18	9	5	36	15	15	9	8	15	4	8	6	19	20	4	5	4	10	6	5	29	8	9	4	3	2	5	4	4	5	11	6	9	5	4	11	6	27	4	4	6	5	7	4	17	13	5	30	4	9	5	10	4	4	4	6	16	5	15	554		2021-02-23 12:49:31	T	F	88	88	0	0	0.68	3
157			"base"	"interview"	2021-02-23 12:36:59	1	T	"54"	"Deutsch"	1	4		4		1		4		1		4		4		7	"Zweifel"	4		4		1		4		4		4		1		4		2		4		3	2		4		1		1		1	1	1		4		2		4		2		2		1		3		4		3		4		7	"Soziales"	2		4		2		7	"Soziales"	4		4		4		7	"Charakter"	4		2		1		1		4		4		2	1		1		1		1		1		2		1		1		1		1	2		1	2		1	1		4		1		1	6		3		7	"Geruch"	2		1		1		5		4	3	7	"Geschmack"	5	4	2		7	"Geschmack"	3	110	11	44	40	43	39	8	54	51	63	58	15	16	2	28	18	30	7	45	84	75	71	22	64	61	41	69	85	47	24	9	1	68	81	53	67	70	50	76	3	20	65	38	73	32	55	37	82	5	26	52	31	4	34	78	79	66	59	57	62	33	17	13	72	60	42	49	77	10	12	6	23	83	29	56	25	46	21	36	35	19	14	74	80	27	48	6	12	9	5	3	3	4	2	3	27	5	6	7	6	4	33	4	4	11	4	2	4	7	6	4	3	3	4	3	6	10	7	6	3	5	4	6	6	13	2	6	7	22	3	6	9	14	5	5	5	4	4	35	5	6	28	3	4	3	7	4	7	3	5	4	2	12	3	5	6	4	3	4	3	10	32	4	4	5	3	3	13	3	4	4	15	6	3	456		2021-02-23 12:47:17	T	F	88	88	0	0	0.93	7
158			"base"	"interview"	2021-02-23 12:37:49	1	T	"31"	"Deutsch"	2	4		4		4		4		1		4		4		4		4		4		7	"Wasser"	4		4		4		1		4		4		4		2	3		4		1		1		4	4	3		4		2		4		2		7	"Kenne ich nicht"	7	"Kenne ich nicht"	6		4		3		1		3		6		1		4		4		4		4		4		7	"Kenne ich nicht"	1		4		6		1		4		4		5	1		2		4		1		1		3		4		3		2		1	4		1	7	"Kenne ich nicht"	5	6		4		4		4	6		7	"Farbe"	7	"Geruch"	2		1		1		4		4	5	7	"Geschmack"	5	4	2		7	"Geschmack"	3	111	48	44	82	3	1	51	75	83	23	26	52	13	74	76	22	84	73	63	69	59	10	79	65	39	81	70	42	72	54	36	55	24	5	14	28	20	32	33	11	15	62	78	38	80	17	35	41	21	49	4	12	6	2	9	68	19	85	40	53	47	67	64	77	8	25	7	71	45	66	18	57	50	29	61	31	60	46	56	27	37	30	34	43	58	16	3	8	3	6	6	4	3	4	3	2	2	4	7	3	9	4	5	2	3	2	4	2	5	6	8	7	5	4	2	10	2	4	7	9	28	4	4	6	3	3	4	6	3	5	4	8	9	5	2	46	3	6	8	4	3	8	3	5	3	3	3	4	4	3	4	2	11	2	3	3	6	3	6	8	8	2	4	7	6	3	2	7	2	4	4	9	3	4	402		2021-02-23 12:45:40	T	F	88	88	0	0	1.13	14
159			"base"	"interview"	2021-02-23 12:39:48	1	T	"53"	"deutsch"	1	4		4		7	"Nachdenken"	4		1		4		4		4		4		4		1		4		4		4		1		4		2		4		3	2		7	"Ekel"	1		4		1	1	7	"Schluckauf"	2		2		4		4		4		1		3		4		4		4		3		4		4		4		4		4		4		4		4		4		4		1		1		4		1		2	1		1		1		1		1		4		4		1		1		1	4		1	2		1	1		4		6		1	6		3		7	"Geruch"	2		1		1		5		4	5	1		5	4	2		7	"Geschmack"	3	112	56	31	52	80	43	38	66	27	17	18	26	73	16	39	71	83	19	53	23	11	3	75	28	78	10	77	81	37	12	72	82	70	58	74	41	51	44	32	67	63	35	57	64	34	62	22	25	4	2	13	5	1	33	85	36	60	84	6	59	61	7	54	55	47	40	45	50	14	15	30	79	8	24	76	68	29	46	69	49	65	42	9	21	48	20	33	36	2	4	24	4	3	4	41	9	6	7	7	8	10	5	6	9	14	8	12	7	14	3	24	5	3	88	13	24	5	4	15	4	5	7	9	7	11	10	7	3	5	5	12	39	5	3	4	2	4	4	6	12	10	3	5	4	3	8	9	7	5	3	9	2	7	20	2	8	5	8	13	7	28	3	3	2	13	4	6	2	6	3	15	20	4	8	556		2021-02-23 12:54:24	T	F	88	88	0	0	0.78	7
160			"base"	"interview"	2021-02-23 12:40:29	1	T	"39"	"deutsch"	1	1		4		4		1		1		4		1		4		4		4		1		4		1		4		1		4		4		4		2	1		4		1		1		1	1	1		4		1		4		4		1		1		6		4		4		4		4		4		4		4		4		4		4		4		4		4		4		1		1		4		4		1	1		1		1		1		1		1		1		1		1		1	1		1	1		1	1		1		1		1	6		3		4		2		4		1		4		4	3	4		5	4	2		4		3	113	35	81	7	54	53	13	27	14	75	41	47	69	61	46	29	51	30	17	36	15	26	2	74	72	56	60	20	3	59	40	76	57	85	8	38	42	45	67	83	21	52	33	48	44	25	18	50	80	68	22	5	24	34	16	77	82	62	79	9	39	10	37	43	64	28	32	78	49	58	70	73	19	23	12	6	4	63	11	31	1	55	66	71	65	84	33	11	4	6	11	8	3	4	7	5	4	4	3	4	5	4	3	12	7	3	14	6	25	3	3	3	3	3	9	7	10	10	4	3	3	3	39	12	6	4	4	8	7	34	11	3	9	7	12	23	4	4	35	5	4	4	3	3	4	3	4	5	4	4	3	3	16	5	4	5	7	3	3	6	6	4	9	7	4	6	3	7	8	4	3	2	3	5	484		2021-02-23 12:51:10	T	F	88	88	0	0	0.9	7
161			"base"	"interview"	2021-02-23 12:41:28	1	T	"32"	"Deutsch "	2	4		4		4		4		1		4		4		4		4		4		4		4		4		4		4		4		4		4		4	1		4		4		4		1	1	4		1		1		4		4		4		4		4		4		4		4		4		4		1		5		1		4		2		4		4		4		4		4		4		2		2		4	1		4		1		1		4		4		4		1		1		1	2		4	4		4	1		1		4		4	5		3		4		2		1		1		5		4	5	7	"Schmecken "	5	4	4		4		3	114	29	6	21	85	9	54	48	77	14	18	42	24	5	38	65	55	52	45	23	4	57	49	75	17	82	84	59	33	3	15	47	30	36	37	13	61	72	71	16	46	26	2	76	83	64	32	78	69	62	39	8	28	20	60	41	68	56	67	27	79	11	74	50	40	10	12	81	66	70	51	80	25	43	44	1	73	53	34	63	22	35	58	7	31	19	13	11	2	2	4	4	2	7	1	3	5	4	2	3	2	5	8	3	7	4	1	3	5	5	3	5	3	4	4	3	16	10	4	4	32	2	1	2	2	18	2	4	4	2	1	3	3	2	4	6	2	3	2	3	4	4	3	3	3	2	14	4	15	3	3	1	8	5	2	2	2	5	2	2	6	3	2	2	8	3	3	15	3	5	5	6	4	3	365		2021-02-23 12:48:23	T	F	88	88	0	0	1.36	27
162			"base"	"interview"	2021-02-23 12:47:53	1	T	"39"	"Deutsch"	2	4						1		1										4		1										3													1										4		2						3														2				4						6				1		2		1															1		1		1		1											1													2				4		5								2		3			115	47	45	59	60	40	49	4	5	84	48	42	11	33	83	67	10	1	29	16	76	57	74	58	23	30	77	13	62	39	20	26	24	70	56	81	85	68	79	36	32	55	71	61	27	6	2	22	82	50	8	66	34	65	53	18	28	46	17	72	75	14	15	51	37	21	12	69	52	44	73	78	43	38	9	64	80	41	3	25	31	63	54	7	35	19	33	14	3			18	7					3	2					3							3						7	5			9							7		4			16		13	5	5								2	6	3	1							3							3		6	4						3	9			183		2021-02-23 12:51:10	F	F	79	86	0	0	1.02	12
163			"base"	"interview"	2021-02-23 12:49:03	1	T	"47"	"deutsch"	2	3		3		3		3		1		3		2		3		3		4		1		4		3		3		3		5		2		4		6	1		4		1		1		1	1	1		2		2		4		2		2		1		5		5		3		3		4		2		4		2		1		3		1		5		2		4		2		4		1		5		1		3	1		1		1		1		1		2		1		1		1		1	2		1	1		2	2		4		3		1	6		3		4		2		1		1		5		4	3	7	"Etwas Geschmackliches"	5	4	2		4		3	116	40	71	15	10	30	72	66	77	82	12	3	16	7	9	56	33	54	75	13	45	83	70	49	76	73	2	46	23	62	79	58	68	29	21	67	19	61	35	11	59	26	8	85	50	84	38	47	74	5	43	80	39	25	44	57	17	22	55	24	60	64	31	65	1	28	34	41	27	6	48	32	69	36	78	53	52	37	42	51	18	4	20	81	63	14	2	7	2	3	4	3	3	3	4	2	3	3	2	4	2	2	6	4	3	2	6	2	6	3	3	2	3	1	4	4	5	5	4	2	4	6	9	3	3	3	2	6	2	3	3	3	4	4	2	4	2	3	3	3	3	2	3	2	3	4	3	3	2	2	4	2	2	3	3	2	3	3	2	3	4	3	2	2	2	3	2	12	3	3	2	7	4	2	291		2021-02-23 12:53:54	T	F	88	88	0	0	1.49	28
165			"base"	"interview"	2021-02-23 12:51:17	1	T	"39"	"Deutsch"	2	1		1		1		1		1		1		1		1		1		1		1		1		1		1		1		1		1		4		5	2		1		1		1		1	1	1		1		2		1		2		1		1		6		6		1		2		3		2		1		1		1		1		1		4		3		1		1		1		1		3		1		2	1		1		1		1		1		2		1		1		1		1	1		1	1		2	1		1		1		1	5		3		4		2		4		4		5		4	5	7	"Ein Geschmack"	5	4	2		3		3	117	61	79	62	44	75	80	57	51	70	82	74	76	78	4	47	27	83	32	63	31	23	42	35	84	9	59	72	77	54	13	46	19	67	7	81	49	22	20	68	17	38	50	58	71	1	14	10	64	69	11	33	26	2	40	12	6	15	60	39	65	53	24	5	52	3	18	28	85	25	34	29	48	73	30	66	36	56	37	45	55	41	16	43	8	21	3	8	2	2	3	7	2	2	6	6	3	3	2	4	3	3	2	4	3	6	5	3	3	2	3	2	2	2	7	2	3	2	2	3	3	6	3	6	4	3	2	2	4	5	2	3	4	3	3	4	4	4	5	3	2	2	2	2	5	10	3	2	4	3	3	2	6	3	2	3	2	2	3	6	6	2	5	3	2	3	3	29	2	3	3	5	2	3	326		2021-02-23 12:56:43	T	F	88	88	0	0	1.46	26
166			"base"	"interview"	2021-02-23 12:52:53	1	T	"31"	"Deutsch"	1	4		1		1		1		1		4		1		1		4		3		1		4		4		4		4		4		4		4		3	4		1		1		1		2	1	2		4		1		2		2		4		2		3		4		4		5		3		6		6		2		1		1		1		3		4		1		4		1		1		4		1		1	1		1		1		4		1		1		1		6		1		1	2		1	1		1	1		1		1		1	3		3		4		2		1		1		1		4	3	5		5	4	3		5		3	118	60	76	17	51	6	13	57	68	44	56	37	83	58	23	5	66	84	8	52	36	70	14	7	64	61	47	22	75	77	74	21	33	28	43	34	31	30	9	1	45	85	11	71	16	10	80	67	46	82	49	4	15	2	41	20	32	62	42	69	27	54	81	78	59	55	40	53	63	26	35	18	19	73	39	29	38	24	3	65	72	50	25	48	79	12	7	16	3	2	3	31	3	3	3	2	12	11	3	3	3	6	4	4	8	5	6	4	4	4	3	8	2	2	16	5	2	3	7	3	4	293	3	8	4	12	3	6	3	1	4	4	3	3	2	9	4	2	5	10	4	3	1	10	6	294	4	7	14	4	2	3	3	13	2	3	3	2	3	5	3	5	3	14	3	4	3	5	33	4	6	7	2	2	379		2021-02-23 13:10:37	T	F	88	88	0	0	1.17	19
167			"base"	"interview"	2021-02-23 13:26:15	1	T	"37"	"Deutsch"	1	3		4		4		4		1		4		4		4		3		4		3		4		1		3		4		4		3		4		6	2		5		1		1		1	1	1		3		2		4		2		1		1		5		5		5		4		4		2		4		2		1		4		1		5		4		4		2		2		1		5		1		2	1		2		1		1		1		2		2		2		1		1	2		1	2		2	2		4		2		1	6		3		4		2		1		1		5		4	3	4		5	4	2		4		3	120	13	10	42	56	79	38	4	28	84	45	3	18	29	64	14	40	48	41	53	83	75	24	21	52	9	35	22	23	1	46	51	47	70	68	34	61	55	65	78	12	15	66	67	59	27	71	49	85	8	25	36	30	7	33	57	2	81	32	26	63	73	58	6	43	50	69	39	44	16	54	5	74	20	60	37	77	11	80	82	19	72	76	31	17	62	10	9	8	2	6	4	2	5	3	2	2	3	4	3	3	2	3	5	3	2	5	4	9	3	2	2	2	2	8	6	10	2	3	4	3	2	4	4	3	2	3	4	2	2	3	2	4	3	2	2	2	4	2	6	3	6	3	3	4	4	6	3	1	2	3	2	3	3	4	5	5	3	2	3	8	2	3	1	4	2	7	2	2	3	2	10	2	2	320		2021-02-23 13:31:35	T	F	88	88	0	0	1.47	29
168			"base"	"interview"	2021-02-23 13:31:45	1	T	"45"	"deutsch"	2	4		4		4		4		1		4		4		4		4		4		1		4		4		4		3		4		2		4		2	2		4		1		2		1	1	1		3		4		7	"Geschwätz"	2		1		1		3		4		4		4		3		4		4		2		4		4		1		4		4		4		2		2		1		4		3		2	1		2		1		1		1		2		4		1		1		1	2		1	2		1	4		4		4		1	6		5		4		2		1		1		5		4	5	4		4	4	2		4		3	123	30	47	74	80	42	49	29	73	50	41	15	24	85	9	48	14	81	36	75	16	32	57	46	40	39	8	65	12	79	82	52	3	23	72	76	60	58	83	66	22	45	70	37	20	34	44	5	69	68	64	56	77	4	78	71	62	25	63	2	26	21	51	54	35	13	27	28	11	6	38	18	7	84	53	55	43	61	10	1	19	59	33	31	67	17	28	16	2	3	3	3	4	6	3	4	6	5	7	5	3	6	12	6	5	6	3	4	4	4	6	7	3	5	3	3	30	10	3	7	4	3	13	11	4	3	3	8	7	9	2	5	17	33	8	8	7	10	9	10	4	4	3	4	2	5	8	3	4	13	6	21	4	7	5	3	7	6	4	5	5	7	3	5	6	5	3	7	5	5	3	6	3	3	502		2021-02-23 13:41:29	T	F	88	88	0	0	0.92	7
169			"base"	"interview"	2021-02-23 13:32:03	1	T	"28"	"Deutsch"	2	1		1		1		1		1		4		1		4		4		4		1		4		1		4		1		4		4		4		6	2		4		1		1		1	1	1		4		2		1		2		2		1		7	"Dinge "	4		6		1		4		2		4		2		1		1		1		4		4		4		2		2		4		4		1		1	5		2		1		1		1		1		1		1		1		1	2		1	1		1	1		1		1		1	5		3		4		2		1		1		5		4	3	7	"Geschmack "	5	4	2		7	"Geschmack"	3	121	60	78	63	67	20	53	84	72	44	51	37	6	15	23	36	71	39	33	2	83	54	64	79	73	55	85	38	68	82	50	4	26	40	46	52	16	59	22	47	77	81	28	48	19	42	1	14	58	45	5	10	56	12	21	7	35	70	29	13	57	18	27	8	69	49	11	43	61	24	25	80	9	31	41	65	34	30	66	76	32	17	75	3	62	74	4	13	2	6	3	7	3	5	2	4	3	6	2	4	2	4	10	4	4	3	4	6	7	3	7	4	3	4	6	4	6	4	3	10	19	3	5	6	29	3	3	2	3	4	5	5	3	3	2	8	2	6	4	3	6	6	3	4	2	8	9	12	2	2	7	3	2	3	3	2	3	2	3	3	5	13	2	2	3	7	2	10	4	3	3	14	6	3	387		2021-02-23 13:39:27	T	F	88	88	0	0	1.17	15
170			"base"	"interview"	2021-02-23 13:32:06	1	T	"29"	"Deutsch"	1	4		4		4		4		1		2		4		4		4		4		2		4		4		4		1		5		2		4		6	2		3		2		1		1	1	1		4		2		1		2		2		1		5		5		5		4		4		2		4		2		1		4		1		5		4		4		2		1		1		5		1		2	1		2		1		2		4		2		2		2		1		1	2		1	2		2	2		4		2		1	6		3		7	"Geruch"	2		1		1		5		4	5	7	"Geschmack"	5	4	2		7	"Geschmack"	3	122	23	34	21	50	33	10	48	29	46	58	7	79	15	40	42	59	73	71	31	61	18	82	35	30	81	70	84	65	39	55	14	17	13	43	28	69	67	9	72	78	54	36	66	12	8	32	85	41	3	38	52	37	64	62	68	57	26	80	1	45	63	6	25	83	27	77	16	51	20	11	56	5	47	76	49	53	60	22	2	75	4	19	24	44	74	3	8	3	3	2	4	3	3	3	3	2	4	4	3	4	3	6	6	4	3	4	3	4	8	5	3	3	2	4	4	2	2	2	2	3	3	2	3	3	3	4	2	3	4	2	2	3	4	9	3	2	1	2	6	3	2	2	4	4	3	3	6	1	2	3	1	4	3	4	3	4	2	2	4	7	4	1	2	3	2	3	7	3	3	3	8	3	1	296		2021-02-23 13:37:02	T	F	88	88	0	0	1.54	31
171			"base"	"interview"	2021-02-23 13:43:54	1	T	"30"	"Deutsch"	2	1		1		1		5		3		7	"Eingebung"	2		4		6		2		6		4		4		1		5		7	"Geschmack "	3		4		2	5		3		1		5		2	1	1		3		6		3		2		1		4		7	"Gegenstand "	4		4		3		3		3		4		2		1		4		1		5		4		2		2		2		3		4		1		4	3		5		1		4		2		4		6		4		1		1	1		1	1		1	1		2		1		4	6		3		4		2		1		1		5		4	5	7	"Geschmack"	6	4	2		7	"Geschmack "	3	124	51	39	41	12	31	52	33	45	85	48	19	11	34	57	40	49	42	30	65	35	44	80	1	83	29	21	24	38	54	63	81	69	32	13	3	72	78	74	53	60	6	2	64	62	76	77	73	75	10	9	20	36	15	56	26	46	47	59	84	7	79	27	37	22	61	82	14	71	23	17	50	25	66	4	5	55	18	28	8	70	68	58	16	43	67	12	9	2	2	5	1	2	12	4	3	2	1	2	4	1	8	1	8	2	3	2	1	2	1	2	2	2	5	2	1	1	64	7	3	15	2	2	2	4	1	5	2	5	6	3	1	12	2	2	3	2	4	8	3	2	3	2	4	2	3	3	3	3	10	2	1	2	3	3	3	2	3	2	3	3	2	2	2	3	3	2	11	2	4	2	9	5	2	299		2021-02-23 13:50:08	T	F	88	88	0	0	1.66	46
